20
36 311
63 43 85
64 43 836
65 43 478
43 66 834
43 67 238
43 68 74
43 69 316
70 43 405
43 71 310
72 43 452
43 73 766
43 74 882
75 43 616
43 76 967
43 77 947
43 78 508
79 43 613
80 43 526
81 43 660
82 43 5
43 83 123
84 43 724
43 85 737
86 43 926
87 43 721
88 43 310
43 89 477
43 90 103
91 43 691
43 92 846
44 45 501
46 44 965
44 47 4
44 48 834
44 49 997
50 44 631
44 51 527
52 44 474
53 44 67
44 54 960
55 44 661
56 44 846
57 44 482
58 44 304
59 44 746
44 60 549
61 44 368
44 62 747
63 44 656
44 64 223
44 65 849
44 66 816
67 44 859
44 68 77
44 69 618
70 44 379
44 71 739
44 72 291
73 44 846
44 74 84
75 44 549
76 44 285
77 44 716
78 44 141
44 79 922
44 80 767
81 44 911
44 82 192
44 83 550
84 44 731
44 85 109
44 86 423
44 87 122
44 88 167
44 89 736
90 44 410
91 44 427
92 44 780
46 45 353
47 45 37
48 45 481
49 45 593
50 45 824
51 45 63
52 45 289
53 45 854
54 45 436
45 55 629
45 56 235
57 45 137
45 58 961
59 45 84
45 60 732
61 45 140
62 45 725
45 63 922
64 45 270
65 45 204
45 66 867
45 67 726
45 68 323
45 69 76
70 45 137
45 71 899
72 45 526
45 73 617
74 45 505
75 45 505
76 45 306
45 77 755
78 45 923
79 45 348
80 45 248
81 45 394
82 45 961
83 45 147
45 84 621
85 45 479
45 86 385
87 45 738
45 88 698
89 45 702
90 45 991
91 45 137
45 92 778
46 47 931
46 48 745
49 46 235
50 46 632
51 46 98
52 46 433
46 53 592
54 46 943
55 46 125
46 56 999
57 46 947
58 46 15
46 59 474
46 60 684
61 46 44
62 46 575
46 63 187
64 46 791
46 65 567
66 46 197
46 67 4
46 68 484
46 69 387
70 46 376
46 71 528
72 46 200
46 73 693
46 74 231
75 46 692
46 76 23
46 77 354
46 78 839
79 46 795
80 46 143
81 46 928
46 82 976
83 46 16
46 84 490
46 85 998
46 86 192
87 46 647
88 46 391
89 46 439
90 46 887
91 46 637
92 46 785
48 47 331
49 47 810
50 47 938
51 47 982
47 52 430
47 53 489
47 54 950
47 55 234
47 56 416
57 47 761
47 58 426
47 59 306
60 47 555
47 61 322
47 62 731
63 47 225
64 47 768
65 47 449
47 66 18
47 67 670
47 68 626
69 47 351
47 70 143
47 71 604
47 72 536
47 73 936
47 74 489
47 75 393
76 47 168
47 77 590
78 47 919
79 47 936
47 80 55
81 47 508
82 47 186
83 47 207
47 84 58
85 47 899
86 47 609
47 87 666
88 47 784
89 47 832
47 90 212
47 91 973
92 47 773
49 48 307
50 48 57
48 51 454
48 52 721
53 48 762
54 48 506
55 48 697
56 48 639
57 48 492
48 58 581
48 59 657
48 60 951
48 61 655
48 62 419
63 48 238
48 64 236
65 48 882
66 48 986
48 67 650
68 48 55
69 48 11
70 48 26
71 48 723
72 48 650
73 48 283
48 74 739
75 48 924
48 76 893
77 48 797
78 48 846
48 80 91
81 48 716
48 82 211
83 48 760
84 48 108
85 48 479
48 86 313
48 87 779
88 48 973
48 89 665
90 48 447
48 91 516
48 92 216
49 50 66
51 49 979
52 49 285
53 49 5
49 55 205
56 49 213
57 49 116
49 58 53
49 59 251
49 60 281
49 61 939
62 49 8
49 63 862
64 49 417
49 65 486
66 49 464
49 67 758
68 49 945
69 49 137
49 70 931
71 49 295
49 72 601
73 49 311
74 49 813
49 75 689
76 49 254
77 49 739
78 49 332
79 49 479
80 49 417
49 81 515
49 82 930
49 83 857
49 84 926
49 85 88
49 86 158
87 49 179
88 49 110
89 49 744
49 90 891
91 49 947
49 92 894
50 51 20
50 52 88
53 50 894
50 54 694
55 50 610
56 50 127
57 50 83
50 58 714
59 50 507
50 60 382
61 50 879
62 50 733
63 50 334
50 64 968
65 50 312
50 66 353
50 67 908
50 68 293
50 69 778
70 50 520
50 71 530
72 50 598
50 73 453
74 50 359
50 75 211
76 50 10
50 77 716
78 50 21
79 50 915
80 50 60
81 50 367
50 82 344
83 50 212
84 50 906
50 85 403
86 50 656
50 87 485
88 50 135
50 89 117
50 90 931
91 50 998
92 50 250
51 52 146
53 51 479
54 51 302
55 51 894
51 56 530
51 57 299
51 58 957
59 51 224
60 51 104
51 61 422
62 51 898
51 63 636
64 51 524
65 51 526
51 66 886
51 67 792
68 51 690
69 51 707
70 51 526
71 51 70
72 51 48
51 73 209
51 74 614
51 75 486
51 76 587
51 77 394
51 78 641
79 51 866
80 51 27
51 81 33
82 51 337
51 83 657
84 51 698
51 85 792
51 86 69
87 51 829
51 88 305
51 89 91
90 51 638
91 51 341
51 92 619
52 53 706
52 54 802
55 52 308
52 56 968
52 57 59
52 58 497
59 52 584
52 60 356
52 61 614
62 52 626
52 63 51
52 64 213
52 65 216
52 66 935
67 52 309
68 52 568
69 52 217
70 52 685
71 52 544
52 72 597
73 52 310
52 74 29
75 52 642
52 76 982
77 52 311
78 52 877
52 79 791
80 52 284
52 81 881
52 82 624
83 52 549
52 84 635
52 85 573
86 52 578
52 87 798
88 52 225
52 89 207
52 90 277
52 91 82
92 52 890
54 53 40
53 55 646
56 53 746
57 53 630
53 58 941
59 53 273
60 53 630
53 61 850
62 53 982
63 53 913
64 53 239
65 53 995
66 53 968
67 53 801
53 68 326
69 53 831
70 53 988
53 71 814
53 72 19
53 73 964
53 74 973
75 53 434
76 53 295
77 53 78
53 78 374
53 79 410
53 80 907
53 81 653
53 82 833
83 53 609
84 53 902
53 85 548
53 86 897
53 87 867
88 53 819
89 53 292
53 90 881
91 53 339
53 92 161
54 55 783
56 54 234
57 54 933
58 54 713
54 59 6
54 60 298
61 54 693
54 62 515
63 54 691
54 64 463
65 54 350
66 54 298
54 67 223
68 54 520
54 69 972
54 70 483
71 54 494
54 72 541
54 73 867
74 54 514
54 75 462
76 54 185
77 54 725
54 78 741
79 54 971
80 54 479
81 54 719
54 82 247
83 54 966
54 84 611
85 54 229
86 54 694
87 54 105
88 54 828
89 54 274
54 90 37
91 54 29
92 54 273
56 55 129
55 57 331
58 55 164
59 55 457
60 55 879
55 61 330
62 55 327
55 63 57
55 64 758
55 65 98
67 55 577
55 68 658
55 69 435
55 70 187
55 71 11
72 55 896
73 55 9
55 74 678
75 55 414
76 55 700
55 77 716
55 78 925
79 55 644
80 55 91
55 81 887
82 55 406
83 55 935
55 84 309
85 55 79
55 86 204
87 55 848
55 88 182
55 89 685
55 90 45
91 55 697
55 92 73
56 57 104
56 58 205
59 56 387
60 56 968
56 61 696
62 56 738
56 63 338
56 64 157
56 65 148
56 66 807
56 67 276
56 68 981
56 69 694
70 56 409
56 71 53
56 72 391
56 73 57
56 74 597
56 75 94
76 56 433
56 77 178
56 78 855
79 56 9
56 80 67
81 56 572
56 82 820
56 83 631
84 56 698
85 56 786
56 86 82
87 56 123
88 56 799
89 56 113
56 90 859
92 56 668
57 58 790
59 57 307
57 60 157
57 61 238
57 62 159
57 63 726
64 57 708
57 65 849
66 57 536
57 67 394
57 68 551
69 57 377
70 57 928
71 57 23
72 57 159
57 73 541
74 57 598
75 57 45
57 76 219
57 77 680
78 57 344
79 57 433
57 80 343
57 81 931
57 82 412
57 83 471
84 57 712
57 85 888
86 57 739
87 57 683
57 88 842
89 57 280
90 57 441
91 57 262
57 92 722
58 59 55
60 58 327
61 58 735
62 58 772
63 58 707
64 58 577
65 58 879
66 58 567
58 67 793
68 58 144
58 69 276
70 58 123
71 58 287
72 58 928
58 73 584
58 74 290
58 75 451
58 76 299
77 58 887
58 78 148
58 79 610
80 58 997
58 81 468
58 82 57
83 58 594
84 58 382
58 85 132
58 86 628
87 58 257
58 88 691
58 89 313
90 58 186
58 91 484
92 58 13
59 60 129
61 59 31
59 62 673
59 63 968
59 64 765
59 65 1
66 59 325
59 67 950
68 59 98
59 69 618
59 70 254
71 59 385
59 72 507
59 73 778
74 59 674
59 75 940
59 76 613
77 59 924
78 59 990
59 79 275
80 59 50
81 59 388
59 82 920
59 83 599
59 84 702
85 59 767
86 59 710
87 59 691
59 88 133
59 89 379
59 90 69
91 59 649
92 59 475
60 62 435
63 60 259
64 60 726
65 60 282
66 60 853
60 67 613
60 68 874
60 69 688
70 60 387
60 71 50
60 72 81
73 60 911
74 60 709
60 75 85
76 60 660
60 77 67
60 78 813
79 60 239
60 80 152
81 60 407
60 82 898
83 60 234
60 84 110
60 85 249
86 60 966
87 60 136
60 88 746
60 89 9
90 60 591
91 60 970
60 92 820
61 62 725
61 63 482
61 64 522
61 65 946
61 66 816
61 67 435
68 61 681
61 69 364
70 61 559
71 61 95
72 61 593
73 61 206
74 61 275
61 75 26
76 61 805
77 61 466
61 78 930
61 79 273
80 61 603
81 61 987
82 61 349
61 83 553
84 61 449
85 61 19
86 61 11
87 61 774
88 61 413
61 89 238
90 61 309
61 91 654
61 92 500
62 63 493
64 62 448
65 62 355
62 66 972
67 62 412
68 62 598
69 62 980
62 70 402
71 62 948
62 72 909
62 73 948
74 62 189
75 62 642
76 62 159
62 77 522
78 62 568
79 62 518
80 62 192
81 62 143
62 82 20
62 83 685
62 84 67
62 85 547
86 62 932
87 62 815
88 62 310
89 62 665
62 90 575
62 91 705
92 62 321
63 64 318
63 65 354
66 63 484
63 67 595
63 68 854
69 63 435
70 63 989
63 71 245
72 63 799
63 73 567
74 63 307
75 63 252
76 63 380
77 63 293
63 78 812
63 79 275
63 80 139
81 63 496
63 82 56
83 63 999
84 63 415
63 85 505
63 86 300
63 87 602
63 88 383
89 63 131
90 63 369
63 91 921
63 92 190
64 65 965
64 66 66
67 64 950
64 68 953
64 69 540
70 64 994
71 64 502
64 72 627
64 73 118
74 64 155
75 64 291
64 76 356
77 64 816
64 78 736
79 64 251
64 80 366
64 81 977
64 82 596
64 83 488
84 64 671
64 85 557
64 86 241
64 87 110
64 88 698
89 64 995
90 64 810
91 64 913
64 92 950
66 65 878
65 67 401
68 65 164
69 65 53
65 70 848
65 71 322
65 72 482
73 65 310
74 65 754
75 65 837
65 76 353
77 65 707
65 78 150
79 65 312
80 65 50
81 65 268
65 82 406
83 65 147
65 84 491
85 65 34
65 86 162
87 65 955
88 65 509
65 89 293
90 65 637
91 65 80
65 92 670
67 66 447
68 66 504
69 66 734
66 70 272
71 66 286
66 72 854
66 73 783
74 66 279
75 66 806
76 66 102
77 66 160
66 78 823
66 79 989
66 80 309
66 81 751
66 82 485
83 66 277
84 66 737
85 66 940
66 86 57
66 87 461
88 66 743
66 89 605
66 90 98
91 66 433
92 66 686
67 68 464
67 69 898
70 67 333
71 67 706
67 72 197
67 73 670
74 67 270
75 67 434
76 67 281
67 77 639
67 78 49
79 67 426
67 80 468
67 81 891
82 67 154
83 67 993
67 84 347
85 67 725
67 86 742
87 67 364
67 88 784
67 89 80
90 67 601
91 67 473
92 67 669
69 68 928
70 68 17
68 71 853
72 68 253
68 73 122
74 68 153
68 75 471
68 76 851
68 77 903
68 78 200
79 68 883
68 80 136
81 68 253
68 82 391
68 83 104
84 68 505
85 68 822
86 68 974
68 87 42
68 88 95
68 89 703
68 90 184
68 91 632
92 68 38
70 69 90
69 71 170
72 69 463
69 73 670
69 74 708
69 75 864
76 69 102
77 69 749
78 69 664
69 79 168
80 69 608
69 81 923
82 69 994
83 69 708
69 84 589
85 69 460
86 69 853
69 87 453
88 69 904
89 69 522
90 69 182
91 69 419
69 92 378
71 70 616
70 72 246
70 73 254
74 70 766
70 75 152
70 76 571
70 77 832
70 78 516
70 79 998
80 70 976
70 81 792
70 82 303
83 70 691
84 70 89
70 85 96
70 86 446
87 70 811
70 88 344
89 70 992
70 90 798
91 70 759
92 70 995
72 71 762
73 71 726
71 74 20
75 71 459
76 71 268
77 71 122
78 71 129
79 71 598
71 80 577
71 81 577
82 71 133
83 71 718
71 84 623
85 71 815
86 71 975
71 87 504
71 88 650
71 89 59
71 90 917
71 91 518
92 71 440
72 73 426
74 72 582
76 72 789
77 72 715
72 78 483
72 79 103
72 81 272
72 82 955
83 72 297
72 84 57
85 72 555
72 86 521
72 87 956
72 88 105
89 72 817
72 90 205
72 91 808
92 72 584
73 74 263
75 73 473
73 76 100
77 73 33
73 78 662
73 79 507
80 73 788
73 81 53
82 73 821
83 73 343
84 73 223
73 85 794
73 86 236
87 73 635
73 88 994
73 89 159
73 90 762
73 91 753
92 73 804
74 75 490
74 76 528
74 77 136
78 74 896
74 79 266
74 80 188
81 74 419
83 74 734
84 74 445
85 74 871
74 86 441
74 87 546
74 88 660
74 89 552
74 90 331
74 91 731
92 74 602
76 75 423
75 77 409
78 75 365
75 79 257
75 80 530
81 75 230
75 82 423
75 83 317
75 84 35
75 85 743
86 75 318
75 87 390
88 75 575
89 75 624
75 90 153
91 75 218
92 75 113
77 76 999
76 78 467
76 79 145
80 76 861
76 81 431
76 82 596
83 76 152
76 84 486
85 76 534
76 86 72
76 87 982
88 76 225
89 76 224
76 90 638
76 91 282
77 78 887
77 79 986
80 77 378
77 81 75
77 82 719
77 83 15
84 77 620
77 85 486
86 77 201
87 77 982
88 77 95
77 89 324
90 77 412
77 91 362
77 92 354
78 79 689
80 78 178
78 81 625
82 78 802
78 83 911
84 78 319
85 78 685
78 86 999
78 87 648
88 78 605
89 78 662
90 78 506
91 78 95
78 92 194
79 80 679
79 81 838
79 82 896
83 79 632
84 79 276
79 85 44
86 79 843
79 87 860
88 79 18
79 89 996
90 79 222
91 79 872
92 79 255
81 80 331
82 80 696
80 83 378
84 80 150
85 80 152
80 86 383
80 87 419
88 80 708
80 89 774
80 90 554
91 80 992
80 92 462
81 82 245
83 81 815
81 84 92
85 81 617
86 81 353
81 87 854
88 81 452
81 89 1000
81 90 497
81 91 885
92 81 617
82 83 401
84 82 962
82 85 50
86 82 578
82 87 176
82 88 513
82 89 60
82 90 336
82 91 11
92 82 724
83 84 322
83 85 888
83 86 20
87 83 370
88 83 162
83 89 756
83 90 866
83 91 174
92 83 292
85 84 698
86 84 889
84 87 560
88 84 844
89 84 891
90 84 341
84 91 196
84 92 804
85 86 374
87 85 179
88 85 402
89 85 535
85 90 347
91 85 632
85 92 812
87 86 567
86 88 112
89 86 40
90 86 50
91 86 384
86 92 495
88 87 384
89 87 585
90 87 635
87 91 46
92 87 620
89 88 752
90 88 44
88 91 886
92 88 563
89 90 874
91 89 652
89 92 564
90 91 710
90 92 480
91 92 615
46
77 92 67 16 75 16 41 53 23 13 3 90 33 73 32 2 89 74 22 29 57 87 35 69 38 63 13 83 67 80 25 81 25 43 48 27 52 51 57 30 8 91 86 68 20 40
99 4051
1 2 32
1 4 536
5 1 130
1 6 93
7 1 396
8 1 657
9 1 558
11 1 911
1 12 924
13 1 354
1 15 436
1 16 654
18 1 383
1 19 306
1 20 220
21 1 932
1 22 842
1 23 709
24 1 260
1 25 950
1 26 546
1 27 556
28 1 221
30 1 41
31 1 586
33 1 411
34 1 380
36 1 896
37 1 507
38 1 114
1 39 81
1 41 367
1 42 15
43 1 356
44 1 923
45 1 820
46 1 925
47 1 507
1 48 563
49 1 888
50 1 529
1 52 306
53 1 932
1 54 98
1 55 889
1 57 722
1 58 777
59 1 132
60 1 473
1 61 70
62 1 223
63 1 252
1 64 639
65 1 759
1 67 967
1 69 829
1 70 463
1 71 672
1 72 950
73 1 43
74 1 808
1 75 267
1 76 292
77 1 914
79 1 486
1 80 450
81 1 232
1 83 264
85 1 910
86 1 870
87 1 90
88 1 94
89 1 221
1 90 148
1 92 256
93 1 444
1 94 202
96 1 731
1 98 882
99 1 98
3 2 447
2 4 480
5 2 62
6 2 567
2 7 548
2 8 947
9 2 788
2 10 150
2 11 523
12 2 223
2 13 715
2 14 243
2 15 53
2 17 341
18 2 770
2 19 227
20 2 868
2 21 617
2 22 792
23 2 266
24 2 783
25 2 635
2 27 421
2 28 154
29 2 673
2 30 159
2 31 622
32 2 243
33 2 234
2 34 702
2 35 221
36 2 5
37 2 380
2 38 932
39 2 7
2 41 391
42 2 896
43 2 200
2 44 85
45 2 892
2 46 631
2 47 767
48 2 83
2 49 705
2 50 41
2 51 664
52 2 700
53 2 600
55 2 737
56 2 273
2 58 491
2 59 208
2 60 358
61 2 377
2 62 379
2 64 611
65 2 940
2 66 700
2 67 400
2 69 359
70 2 49
71 2 922
72 2 172
73 2 573
74 2 809
75 2 800
2 77 836
2 79 605
80 2 923
2 81 518
2 82 640
83 2 256
2 84 33
86 2 160
87 2 615
2 88 788
89 2 260
2 90 181
2 91 344
2 92 715
93 2 53
94 2 986
95 2 834
2 96 165
98 2 301
2 99 984
3 4 476
6 3 393
7 3 926
8 3 354
9 3 38
3 10 808
3 11 256
3 12 992
3 13 423
14 3 443
15 3 349
3 16 846
17 3 780
18 3 168
3 19 253
3 20 750
3 21 927
22 3 825
3 23 59
25 3 338
27 3 718
28 3 164
3 29 278
3 32 451
33 3 352
3 34 636
36 3 161
37 3 941
3 38 707
3 39 54
3 40 195
41 3 264
3 42 73
3 43 509
3 44 688
45 3 713
3 46 902
47 3 759
48 3 918
49 3 198
52 3 44
3 54 102
3 55 536
57 3 910
3 60 383
3 61 192
62 3 895
3 63 359
3 64 962
65 3 335
66 3 724
67 3 158
68 3 648
69 3 425
70 3 351
71 3 418
3 72 219
3 74 577
3 75 716
3 76 937
3 77 80
3 78 412
79 3 472
3 81 874
3 82 145
3 83 118
3 84 896
3 86 593
3 87 210
89 3 691
3 90 411
91 3 910
93 3 29
94 3 190
95 3 755
96 3 518
3 97 342
98 3 941
5 4 704
6 4 729
7 4 679
4 8 370
4 9 356
10 4 554
4 11 117
4 12 780
4 13 280
4 14 179
4 15 361
4 17 68
18 4 830
4 19 158
20 4 144
4 21 928
4 22 949
4 23 852
24 4 588
4 25 764
26 4 840
27 4 122
28 4 329
29 4 540
4 30 31
31 4 879
4 36 913
4 37 963
4 38 5
39 4 744
4 40 736
43 4 991
4 45 688
46 4 556
4 47 632
48 4 899
49 4 204
50 4 152
51 4 614
52 4 51
4 55 552
56 4 908
4 57 811
4 60 324
4 61 695
64 4 172
65 4 100
66 4 905
4 68 289
69 4 625
4 70 610
73 4 839
74 4 423
75 4 349
4 76 707
77 4 786
4 79 923
80 4 10
4 81 688
4 82 526
83 4 438
84 4 115
4 85 725
4 86 607
4 87 471
4 88 457
90 4 756
4 91 40
4 92 363
93 4 656
4 97 82
4 98 680
4 99 503
5 8 935
5 9 448
10 5 641
5 11 888
5 12 628
13 5 603
5 14 728
5 15 308
17 5 462
18 5 340
5 19 655
5 20 470
21 5 633
22 5 713
25 5 598
5 26 614
5 29 53
31 5 426
33 5 901
34 5 54
35 5 7
5 36 925
5 37 364
5 38 526
39 5 895
5 40 603
41 5 996
5 43 313
5 44 384
45 5 545
5 46 27
5 47 622
5 50 972
5 51 536
5 52 235
55 5 600
5 57 861
58 5 157
60 5 3
5 61 206
62 5 556
5 64 521
5 65 837
5 67 116
68 5 790
5 70 794
5 71 223
5 72 16
5 73 146
74 5 352
75 5 962
5 76 5
77 5 877
5 78 497
80 5 294
5 81 12
5 82 254
5 83 342
86 5 348
5 87 686
88 5 810
5 90 411
5 91 530
5 92 707
5 94 809
96 5 491
97 5 635
98 5 407
99 5 287
6 7 650
6 9 348
11 6 31
6 12 412
6 13 281
14 6 928
6 15 185
16 6 949
6 17 86
18 6 61
19 6 425
20 6 272
6 21 537
6 22 197
6 23 60
6 24 636
25 6 520
26 6 974
27 6 169
6 29 998
30 6 523
6 31 602
6 32 195
33 6 21
6 34 473
6 35 783
36 6 248
6 37 160
6 38 809
6 39 56
6 41 37
42 6 474
43 6 818
6 44 602
45 6 216
6 46 989
6 47 60
6 48 856
6 49 349
51 6 388
6 52 37
6 53 128
55 6 450
56 6 104
57 6 669
6 58 244
59 6 66
60 6 740
6 61 690
6 62 898
6 63 853
64 6 208
65 6 84
6 66 572
6 67 935
6 68 722
6 69 906
6 70 457
6 71 349
6 72 352
73 6 675
6 74 794
6 75 763
76 6 607
6 77 550
6 78 918
6 79 576
80 6 791
6 81 523
82 6 862
83 6 128
6 84 5
6 85 247
6 86 57
87 6 153
6 88 392
6 89 124
90 6 361
91 6 327
6 92 333
93 6 551
94 6 180
95 6 305
96 6 651
6 97 576
98 6 997
99 6 154
7 8 767
9 7 966
10 7 912
12 7 960
13 7 561
7 14 816
7 15 297
16 7 848
7 18 717
19 7 349
7 20 598
7 21 312
7 22 11
7 23 645
7 24 409
7 25 195
26 7 79
7 27 701
29 7 631
7 30 449
7 32 506
33 7 823
7 35 651
7 36 228
7 37 639
38 7 568
7 39 547
7 40 684
7 41 407
7 43 168
44 7 458
7 45 716
7 46 862
47 7 597
7 48 589
49 7 419
51 7 883
7 52 417
7 53 630
7 54 564
7 56 756
57 7 103
7 58 564
59 7 702
7 60 920
61 7 786
7 62 737
63 7 605
7 64 275
65 7 998
66 7 250
67 7 327
7 68 965
70 7 373
71 7 138
72 7 768
7 73 803
7 75 819
7 76 880
7 77 462
7 78 941
79 7 411
7 80 693
81 7 101
7 82 326
7 83 56
86 7 311
7 87 445
88 7 263
89 7 972
7 91 240
93 7 639
94 7 524
95 7 317
96 7 119
97 7 948
98 7 174
7 99 690
8 9 6
8 10 30
11 8 335
8 12 354
8 13 394
14 8 468
8 15 138
16 8 462
17 8 927
18 8 99
8 20 280
8 21 466
8 22 138
8 23 264
24 8 635
8 25 241
26 8 516
27 8 638
28 8 399
30 8 518
8 32 54
8 34 142
8 36 260
37 8 131
38 8 423
8 39 650
8 40 206
42 8 109
8 44 183
45 8 97
46 8 349
47 8 718
8 48 760
49 8 758
50 8 925
51 8 370
8 52 1000
53 8 633
8 56 311
57 8 699
8 58 41
8 59 453
8 60 982
62 8 589
8 64 201
8 65 328
8 66 955
67 8 210
8 68 434
8 69 342
8 70 402
8 71 775
8 72 642
8 73 462
74 8 818
8 75 925
76 8 628
8 77 788
8 79 601
80 8 753
81 8 61
82 8 117
83 8 334
8 84 613
8 85 160
86 8 462
87 8 325
8 88 29
89 8 547
8 90 501
91 8 854
8 92 770
8 94 352
8 95 750
8 96 134
97 8 650
8 98 565
8 99 48
10 9 748
11 9 486
9 12 28
9 13 310
14 9 38
9 15 235
18 9 515
19 9 510
21 9 34
9 22 234
23 9 149
9 26 629
28 9 661
9 29 368
9 31 672
9 32 289
9 34 935
9 35 967
36 9 749
38 9 429
39 9 429
9 40 931
9 41 203
9 42 833
9 43 518
9 45 517
9 46 116
9 47 759
48 9 343
9 51 195
9 52 806
53 9 663
56 9 247
9 59 390
9 60 500
9 61 20
9 63 931
9 64 923
65 9 266
66 9 469
67 9 315
69 9 91
9 70 972
9 71 133
72 9 650
73 9 459
9 74 552
9 75 812
76 9 810
9 77 60
9 78 151
79 9 99
9 80 519
9 82 524
83 9 217
84 9 539
85 9 207
86 9 163
88 9 438
9 89 95
9 90 369
91 9 919
92 9 189
9 93 30
94 9 298
9 95 321
9 96 968
97 9 570
9 98 249
9 99 14
10 11 334
10 12 979
10 14 525
10 16 911
10 17 856
20 10 109
21 10 289
10 22 145
10 23 389
24 10 734
25 10 231
10 26 485
27 10 679
10 29 225
10 30 490
10 31 945
10 32 755
10 34 381
35 10 906
10 37 13
10 40 572
41 10 526
42 10 820
10 43 903
10 48 57
49 10 923
50 10 903
51 10 367
10 52 403
53 10 207
55 10 617
10 57 300
10 58 311
10 59 225
10 60 72
10 61 422
63 10 786
64 10 284
10 65 377
67 10 466
10 68 488
69 10 487
70 10 388
10 71 985
72 10 724
75 10 781
76 10 854
77 10 640
10 78 299
79 10 806
10 80 518
10 81 289
82 10 161
10 83 437
84 10 688
85 10 73
86 10 906
10 87 200
88 10 142
89 10 161
92 10 386
10 93 795
10 94 969
10 95 189
97 10 174
98 10 310
99 10 52
12 11 808
11 13 57
11 14 698
11 15 330
17 11 774
11 18 1000
11 19 655
11 20 323
21 11 920
11 22 830
11 24 753
11 26 275
28 11 211
11 30 784
31 11 39
11 33 795
34 11 833
11 35 458
36 11 363
37 11 350
38 11 511
39 11 849
11 40 100
11 41 245
11 42 790
43 11 887
44 11 47
11 45 164
46 11 706
11 47 210
48 11 186
11 49 410
50 11 566
11 51 348
11 52 79
53 11 949
54 11 573
55 11 997
11 56 903
11 58 691
11 59 34
11 61 389
62 11 116
11 63 34
11 64 642
11 66 691
67 11 526
68 11 873
69 11 101
70 11 336
11 71 920
72 11 565
73 11 912
74 11 380
11 75 16
11 76 62
77 11 422
11 78 24
80 11 826
11 81 135
11 82 258
11 83 395
84 11 957
11 85 473
86 11 342
11 88 726
89 11 4
11 92 952
93 11 752
11 94 631
11 95 46
11 96 532
97 11 456
11 99 945
12 13 623
12 15 26
16 12 531
18 12 418
19 12 261
20 12 273
12 21 163
22 12 284
12 23 876
24 12 173
25 12 820
26 12 77
12 27 186
28 12 592
12 29 609
12 30 231
12 31 612
33 12 507
12 34 405
35 12 553
36 12 575
38 12 417
39 12 170
40 12 636
41 12 664
12 42 605
43 12 582
44 12 207
12 46 516
12 47 271
12 48 393
49 12 659
12 50 713
52 12 763
53 12 96
54 12 751
55 12 923
12 56 594
12 57 245
58 12 173
12 61 615
62 12 167
12 63 700
64 12 203
12 65 236
66 12 915
12 67 519
68 12 396
12 69 269
12 70 217
72 12 787
74 12 893
76 12 913
77 12 571
12 78 698
12 79 912
80 12 635
81 12 859
12 83 415
12 84 412
85 12 130
12 86 179
12 87 741
90 12 306
12 91 674
12 92 910
12 93 936
12 94 553
95 12 41
96 12 892
97 12 418
98 12 28
12 99 674
13 14 690
16 13 863
17 13 871
18 13 405
13 19 263
20 13 473
21 13 949
13 22 510
13 23 120
24 13 965
25 13 237
13 26 154
29 13 645
30 13 188
13 31 697
32 13 109
33 13 515
13 34 524
13 35 782
36 13 319
37 13 448
13 38 708
13 39 46
40 13 178
13 41 977
13 42 35
43 13 377
13 46 757
13 47 767
13 49 138
13 50 719
13 51 668
52 13 966
55 13 5
13 56 40
13 57 318
13 58 253
61 13 638
62 13 12
64 13 734
65 13 153
66 13 578
67 13 563
68 13 170
69 13 201
13 70 290
71 13 591
73 13 431
74 13 755
13 75 27
13 76 237
13 79 899
13 80 350
13 82 191
13 85 424
86 13 281
87 13 630
88 13 226
89 13 85
90 13 601
91 13 740
92 13 245
93 13 504
94 13 365
13 95 139
96 13 438
97 13 358
98 13 214
14 15 116
14 16 566
18 14 784
20 14 117
21 14 938
23 14 418
14 24 159
14 25 146
14 26 183
27 14 35
28 14 274
14 29 24
14 30 149
31 14 430
14 32 82
14 33 534
34 14 542
14 35 165
36 14 830
14 37 888
14 38 148
40 14 259
41 14 463
42 14 484
43 14 946
14 44 196
14 45 486
14 46 150
14 47 665
14 48 627
14 49 785
14 50 484
14 52 932
14 53 426
14 54 386
14 56 59
57 14 645
14 58 894
59 14 535
60 14 184
61 14 685
64 14 535
65 14 811
67 14 1000
14 68 344
69 14 388
14 70 235
71 14 809
14 72 598
73 14 990
74 14 42
75 14 286
76 14 660
14 77 200
79 14 142
14 80 166
82 14 137
14 83 830
84 14 921
85 14 790
14 86 689
14 87 347
14 88 433
14 89 371
90 14 933
91 14 768
93 14 16
94 14 40
95 14 897
98 14 796
14 99 213
16 15 6
15 17 117
15 18 591
15 19 649
15 20 783
21 15 445
15 24 870
25 15 2
26 15 154
15 27 640
15 28 410
29 15 988
15 31 915
15 32 445
15 34 801
35 15 139
15 36 328
37 15 449
15 39 603
15 40 218
15 41 669
15 42 434
15 45 830
15 46 799
15 47 496
15 48 736
15 49 298
15 50 28
51 15 389
15 52 398
15 53 302
54 15 936
55 15 948
56 15 574
57 15 850
15 58 316
15 59 718
15 60 330
15 61 531
15 62 303
63 15 619
15 64 12
65 15 554
67 15 442
15 68 295
15 69 167
15 72 892
73 15 852
15 74 497
15 75 403
15 76 587
15 77 96
15 78 323
15 79 45
15 80 620
15 81 226
15 82 101
83 15 804
84 15 800
86 15 157
87 15 353
89 15 469
93 15 667
94 15 760
95 15 728
97 15 1000
