caso 0:
3 145
3 28
5 66
5 72
2 20
3 96
2 66
3 126
4 43
3 86
4 80
4 115
3 188
4 110
4 80
3 60

caso 7:
5 174
2 22
2 42
4 65
3 135
2 15
3 32
3 24
5 174
3 80
3 76
4 85
2 125
4 65
4 1
4 2
4 95
4 10
3 106
4 132
3 72
2 52
5 141
4 30
2 75
4 70
4 132
5 217
3 108
2 63
3 65
2 25
2 113
3 44
2 5
5 6
4 70
4 125
5 168
2 150
3 62
4 85
5 162
4 55
3 80
3 122
5 18
3 76
4 60
4 102
2 4
3 152
5 84
3 21
4 120
3 80
4 156
4 135
5 138
2 78
4 163
2 36
3 60
3 30
5 186
3 28
2 44
3 41
4 163
4 54
2 51
3 136
4 155
3 76
3 136
5 138
2 3
4 72
1 90
3 81
3 30
3 126
4 35
4 120
4 181
4 174
3 84
5 113
5 169
3 50
3 46
5 114
3 141
2 10
4 140
3 162
2 63
4 55
3 114
4 169
3 26
4 72
4 78
4 0
2 37
4 30
4 95
3 11
3 16
2 16
4 125
3 51
3 120
5 42
2 8
2 93
5 54
3 16
5 120
2 37
3 11
4 135
4 6
5 42
3 91
3 44
3 104
2 69
3 188
3 112
4 10
3 20
3 140
3 18
5 138
3 24
3 50
3 6
4 133
5 162
5 84
5 36
3 111
4 45
5 12
3 45
3 162
2 60
4 66
2 27
4 5
3 176
3 91
3 54
3 0
4 66
2 52
4 97
5 144
2 76
4 10
3 6
4 103
4 130
5 144
3 31
4 120
2 45
2 0
2 45
2 45
4 168
2 45
4 21
3 71
3 55
3 44
3 100
3 104
3 80
5 180
3 130
4 67
4 7
4 40
3 182
3 68
4 93
4 20
4 133
4 135
4 42
4 145
3 155
3 36
5 66
4 70
2 145
4 109
3 112
4 7
2 37
3 32
2 125
5 60
4 125
2 109
3 61
5 150
2 37
3 90
3 35
2 51
5 0
4 24
3 156
2 125
4 85
3 116
4 36
3 21
4 127
1 54
5 91
4 125
3 86
4 31
5 120
3 116
3 68
4 120
4 30
2 108
3 50
4 168
3 2
3 11
3 64
2 33
4 60
1 84
2 48
3 0
5 42
3 101
4 95
3 88
4 126
3 80
4 54
3 92
2 8
4 149
3 104
4 156
5 18
5 186
4 25
5 102
4 15
3 128
2 57
3 146
2 21
4 31
2 54
4 133
3 168
3 101
4 73
4 49
3 100
3 138
2 93
3 25
2 36
5 150
4 181
3 151
3 146
4 150
5 42
2 53
2 30
4 169
4 65
4 25
1 90
1 8
3 76
5 6
5 14
3 135
4 0
4 174
3 45
2 25
3 86
2 30
4 140
3 86
5 150
3 1
4 130
4 79
5 78
4 140
4 139
1 1
4 96
4 115
4 168
3 100
3 116
2 80
2 84
3 121
3 30
3 26
5 108
2 54
4 126
1 0
3 28
4 60
3 48
3 115
4 49
4 135
4 157
5 162
4 5
2 24
3 60
3 110
4 30
5 114
4 75
2 92
3 186
4 96
4 45
3 76
2 150
3 12
3 105
3 20
5 42
3 65
2 21
5 186
4 105
4 140
5 0
2 85
5 18
1 12
2 20
4 125
3 5
4 95
4 150
3 38
4 140
4 50
5 6
4 133
3 72
4 150
4 126
3 42
4 181
3 0
2 116
3 81
4 105
2 45
3 55
5 6
3 134
4 60
5 102
3 2
3 110
4 66
4 114
3 20
4 138
3 51
3 152
2 69
3 146
4 36
2 24
4 187
3 100
4 127
4 79
2 60
5 54
4 125
3 66
3 20
4 10
3 86
3 30
4 80
4 180
5 60
4 54
2 72
3 12
2 15
4 91
3 120
4 108
3 151
3 108
3 40
3 150
3 96
4 65
5 156
2 77
4 13
5 126
2 42
4 100
3 32
4 5
3 108
3 174
3 174
2 24
4 10
4 140
3 51
4 45
4 163
4 30
1 90
3 66
2 89
3 8
4 127
3 45
2 76
3 106
3 111
4 1
3 56
3 174
3 18
5 133
4 130
4 140
3 126
4 144
3 42
4 19
4 73
2 28
4 110
3 32
4 120
3 31
4 85
3 50
3 30
5 12
5 48
4 54
4 108
2 77
5 36
4 138
3 91
4 25
4 91
4 156
4 25
4 105
3 155
3 36
3 36
2 100
2 125
4 138
2 9
2 42
4 96
2 51
4 65
4 20
2 5
4 2
3 64
4 58
3 64
3 51
3 96
2 101
3 40
4 139
4 90
5 84
4 10
3 104
4 45
3 1
2 3
3 14
4 96
4 19
3 95
4 50
3 31
3 156
2 89
2 45
5 126
3 168
4 132
4 78
2 90
4 120
4 1
2 112
3 20
4 96
4 150
4 43
2 54
3 36
5 90
5 144
4 75
4 147
3 122
4 115
4 70
3 146
3 140
5 12
5 138
5 217
2 49
4 70
3 54
4 157
2 75
4 75
3 116
3 96
2 45
3 80
4 30
3 11
2 77
3 136
2 81
3 111
2 30
1 45
3 1
5 6
1 75
4 15
4 181
3 68
2 93
5 7
4 115
4 58
4 156
2 49
4 70
3 16
4 105
1 26
4 58
4 90
3 92
3 35
5 114
3 60
2 15
4 150
3 110
3 36
3 100
3 20
3 150
4 5
3 64
4 96
4 42
3 16
4 40
3 0
4 85
3 5
3 85
3 15
4 100
3 100
3 138
2 117
4 70
5 63
4 66
4 110
5 108
4 90
4 145
5 18
5 54
3 132
4 105
3 115
4 7
4 156
4 5
4 169
3 12
2 112
4 151
2 152
4 48
5 126
4 60
3 104
4 130
4 60
4 6
5 30
3 92
2 36
2 73
2 36
3 65
1 50
4 121
4 65
4 65
4 90
5 144
4 36
4 162
3 68
3 74
5 24
4 42
3 120
4 114
4 7
4 175
3 130
2 101
2 60
4 151
3 48
4 105
4 110
3 116
5 138
5 174
3 101
5 92
3 101
4 15
3 56
3 56
3 162
3 121
3 125
3 108
3 140
3 56
5 78
3 72
3 116
4 10
5 132
4 155
3 125
3 56
3 20
3 41
2 65
3 100
3 65
4 65
2 57
3 24
4 145
4 105
4 155
4 55
3 124
4 55
3 0
4 115
3 68
5 36
3 126
4 85
2 109
2 24
2 93
3 130
1 52
3 56
3 141
3 30
3 121
3 85
2 120
2 21
3 88
3 80
3 95
5 96
4 49
3 108
2 27
4 78
3 15
4 156
3 125
2 81
5 24
3 112
4 138
3 130
3 16
3 66
3 112
2 112
1 32
2 48
5 22
3 151
4 105
3 121
4 115
5 162
2 78
3 20
4 5
4 25
4 135
4 180
4 181
4 163
3 60
4 49
3 31
4 105
2 75
3 60
3 40
3 170
4 30
3 100
4 65
4 219
4 85
4 73
4 186
4 174
2 78
3 146
1 98
3 11
3 46
2 100
4 126
4 84
3 84
5 133
2 33
5 174
3 66
3 8
3 180
3 16
5 66
3 106
2 48
4 186
3 156
3 140
4 105
3 102
3 75
3 12
3 92
3 65
4 91
4 130
5 0
3 16
5 36
3 6
2 5
2 100
3 31
0 26
2 62
3 16
1 22
4 105
3 15
3 136
4 31
3 50
3 51
4 155
4 120
4 13
2 45
4 43
3 6
3 6
3 75
3 100
3 56
3 1
3 168
4 97
4 175
2 2
3 5
4 24
2 101
3 134
3 56
4 43
1 81
4 151
4 15
2 97
4 125
3 71
4 35
3 146
1 4
2 57
3 105
2 0
4 102
4 168
4 91
3 40
2 81
2 112
5 138
3 135
3 20
4 95
3 42
4 19
3 21
4 6
5 120
4 80
2 44
4 30
2 60
4 90
3 138
3 115
3 155
4 155
4 12
3 120
5 162
3 36
4 80
4 25
3 36
3 12
4 126
3 126
3 64
3 98
5 120
4 5
4 110
3 95
3 32
4 55
3 65
4 60
5 156
4 110
4 110
3 16
2 20
4 60
3 108
3 144
3 40
2 45
3 71
3 24
3 101
2 113
1 37
4 13
4 114
3 156
3 48
2 1
3 38
4 157
2 9
3 45
2 92
3 71
4 144
3 36
4 110
3 121
3 44
2 81
5 134
4 139
2 3
3 146
3 66
3 90
3 8
3 66
4 90
3 80
0 31
4 91
4 31
2 37
3 14
5 102
2 121
2 97
4 121
5 108
5 126
3 12
3 116
5 156
2 42
4 25
2 12
4 115
3 85
5 174
2 39
4 18
3 31
2 29
3 76
5 186
2 25
3 80
5 96
4 97
3 96
3 60
4 150
3 56
1 61
4 1
4 96
3 120
4 187
4 60
4 150
4 7
3 146
4 115
4 67
4 120
3 36
2 15
5 72
4 90
4 67
2 81
4 60
2 6
4 115
4 90
3 114
4 7
4 162
3 28
4 175
2 100
4 105

caso 8:
4 30
3 25
3 21
4 35
4 126
3 56
4 135
5 120
3 111
6 70
4 40
4 6
4 125
4 54
4 120
3 151
3 110
4 7
3 124
4 30
4 91
4 54
1 54
4 70
4 103
5 84
5 162
5 174
4 150
3 155
5 70
4 60
3 122
3 120
4 30
4 144
5 120
3 188
4 60
3 145
2 155
3 65
4 90
4 75
4 95
2 100
3 203
3 8
2 1
3 141
3 40
2 6
3 155
4 127
4 181
5 132
4 45
3 80
4 70
5 138
5 156
3 20
4 102
4 85
4 150
4 168
3 36
3 84
3 56
2 93
4 60
4 140
4 31
4 60
4 103
4 181
3 96
2 100
2 72
4 150
3 56
3 110
4 84
3 155
4 126
5 30
3 121
5 78
6 77
4 135
4 120
5 141
4 20
4 0
4 91
3 120
3 135
4 85
5 30
4 168
4 115
4 115
5 72
3 16
4 65
3 116
2 17
4 30
5 48
5 84
3 80
4 60
3 16
4 25
3 40
5 186
5 150
4 105
5 102
4 151
2 104
5 48
4 70
4 150
5 156
2 125
4 135
2 0
4 30
4 187
4 121
6 203
3 111
3 24
4 0
5 168
4 85
2 41
3 20
2 96
3 162
3 70
4 61
2 73
4 115
6 42
4 187
4 65
3 44
4 147
4 97
5 133
5 132
3 76
4 120
3 80
3 28
2 121
3 60
2 72
4 139
5 147
4 80
2 84
3 104
2 44
5 169
3 88
4 30
4 150
4 145
5 102
4 105
4 5
5 168
2 0
4 169
4 67
3 95
4 5
4 12
4 45
5 12
4 105
3 101
2 48
5 156
3 88
3 152
4 54
3 108
1 26
4 7
4 174
2 95
4 114
2 12
5 0
5 108
4 25
4 90
1 90
1 60
4 50
4 144
5 78
3 75
3 101
6 182
2 93
2 63
4 0
5 183
1 38
3 71
4 168
4 42
5 84
6 21
4 42
4 60
4 60
3 61
3 4
5 54
5 66
4 163
2 9
4 18
5 183
3 56
4 103
4 90
4 18
5 138
4 18
4 16
4 5
4 163
4 40
2 61
4 15
2 27
5 54
3 20
4 105
5 54
5 90
3 0
3 25
3 122
1 30
3 60
4 80
4 150
5 105
2 102
4 85
4 169
5 186
3 15
3 101
3 20
3 101
4 120
4 13
4 100
4 150
3 106
4 145
5 156
4 144
5 141
3 80
5 156
3 84
3 151
4 121
3 5
3 151
2 25
1 10
3 100
4 115
4 181
4 100
3 116
5 102
3 49
4 1
4 42
4 90
4 97
3 40
4 115
5 48
5 180
3 80
2 87
4 75
4 90
5 48
3 40
4 55
4 155
3 125
3 60
3 50
5 174
4 79
3 65
4 45
5 78
3 121
4 157
4 49
6 140
3 28
4 25
5 168
3 66
3 120
4 31
5 0
5 12
3 32
3 5
4 80
5 60
4 97
4 10
3 48
1 36
3 28
5 120
3 12
3 16
5 24
5 150
4 50
4 15
6 7
3 24
4 125
4 30
3 145
4 121
4 150
4 10
4 1
4 40
4 121
4 50
3 70
4 70
2 113
3 5
5 114
5 114
3 20
4 37
4 48
3 116
4 15
3 174
5 120
5 36
6 42
3 76
3 115
4 45
4 162
2 78
4 10
3 98
3 150
5 150
3 5
4 147
4 90
4 120
5 174
4 13
5 126
5 126
3 108
4 125
4 85
5 24
3 116
5 138
3 30
3 72
4 40
5 90
4 61
4 18
4 145
4 140
5 42
5 84
3 152
4 50
3 86
2 84
4 12
3 104
4 7
4 105
5 120
1 50
5 36
4 120
6 98
3 174
4 55
3 20
2 90
3 150
4 45
4 45
4 1
4 130
3 116
5 71
5 96
2 52
2 88
4 30
4 70
4 130
0 23
4 67
4 139
5 138
4 175
5 162
4 135
4 84
4 219
5 72
3 96
3 38
5 96
1 34
5 150
2 15
4 91
4 156
4 0
4 127
3 60
4 19
4 20
3 24
4 18
4 40
4 55
2 96
4 7
4 65
3 206
5 132
3 80
4 30
4 15
3 88
5 162
4 186
3 28
5 78
4 162
3 156
4 5
4 130
3 55
4 78
5 0
4 20
1 126
3 95
4 85
3 15
4 121
2 52
3 26
4 13
5 138
5 60
2 45
3 0
2 0
4 96
5 24
4 135
5 60
2 21
5 162
3 100
5 120
2 21
3 91
2 29
5 0
2 27
3 81
4 115
4 100
4 115
4 30
3 41
2 67
2 18
2 96
2 36
4 18
4 132
3 40
5 12
3 61
4 109
3 26
3 48
3 96
3 116
4 42
4 95
3 96
3 21
2 92
3 146
4 156
4 120
3 45
2 89
5 84
5 12
4 110
3 10
5 138
4 93
4 30
3 71
4 97
4 150
3 68
4 60
6 0
5 90
4 125
6 63
4 90
3 135
3 150
5 150
5 84
4 145
3 136
4 15
3 88
4 150
3 106
4 130
5 138
2 157
4 145
3 0
4 103
4 150
5 48
4 93
5 6
4 65
4 19
3 85
5 6
4 19
4 13
4 175
3 150
4 126
3 98
5 180
3 81
5 114
3 35
5 141
5 96
5 156
4 55
4 155
5 30
5 150
4 85
2 150
3 60
3 121
2 88
5 72
4 78
4 75
4 73
4 120
4 103
2 104
5 24
5 114
4 60
2 100
4 73
3 66
5 183
1 42
4 73
3 72
4 85
4 40
5 150
4 145
3 64
3 92
4 120
4 110
4 102
1 19
3 6
3 44
4 90
3 70
3 1
3 80
3 76
4 121
4 120
4 115
4 50
5 217
4 181
1 26
5 60
5 78
3 50
4 35
2 39
5 12
2 68
3 101
5 186
1 67
3 112
5 78
2 3
3 140
5 48
5 114
4 108
3 96
3 71
2 2
5 72
2 42
4 155
5 150
5 90
3 96
3 156
2 75
3 64
2 42
3 125
3 75
5 174
4 125
4 115
5 92
3 38
4 84
2 33
3 71
5 12
3 51
5 42
4 55
4 13
4 55
5 120
3 135
2 40
3 20
5 42
1 70
3 51
5 60
4 43
2 140
2 108
4 145
2 9
3 96
4 6
5 114
5 174
5 180
4 114
4 196
4 150
2 125
2 63
4 60
5 144
2 49
4 212
4 133
4 7
3 26
4 37
6 147
4 19
4 175
2 49
5 42
4 108
4 31
4 55
4 61
5 90
4 155
4 135
3 176
4 50
1 0
3 5
3 104
3 105
3 28
5 150
5 48
4 75
3 150
4 115
4 56
4 5
4 157
3 78
5 90
4 133
4 66
5 42
4 133
3 92
2 5
4 96
4 100
5 84
2 3
3 96
4 110
5 154
3 24
4 140
5 36
3 44
5 84
3 10
4 135
3 60
2 76
4 125
5 96
3 74
3 74
4 25
4 10
5 132
3 120
3 44
4 174
4 105
4 1
4 150
4 75
3 6
3 40
3 48
4 5
3 55
4 31
2 36
2 44
4 1
4 79
3 96
2 73
5 0
3 48
3 16
5 84
4 84
3 130
4 96
3 48
4 60
4 70
2 107
3 106
5 186
3 42
1 48
4 80
3 4
3 8
2 37
3 186
4 20
4 85
4 20
3 48
4 100
4 86
4 20
4 72
3 41
3 44
4 72
4 145
4 66
3 36
4 157
2 53
4 75
4 0
5 54
5 96
3 100
3 16
5 60
5 12
4 0
3 145
4 180
4 150
5 96
3 125
2 89
4 95
2 105
5 120
5 144
1 94
1 6
6 112
4 150
3 76
4 25
4 90
4 189
2 30
4 121
2 42
5 78
3 120
4 127
4 56
5 48
3 84
5 72
5 108
3 8
3 88
5 72
4 138
5 36
1 82
2 3
4 155
5 174
3 24
6 140
4 19
3 116
3 36
4 20
2 21
3 55
2 87
3 60
4 90
4 90
3 141
4 60
4 55
2 132
4 105
4 5
2 55
4 18
2 9
2 81
2 33
4 10
3 24
2 90
5 144
3 121
3 24
4 70
5 66
4 126
3 1
2 62
4 70
3 138
3 71
3 55
3 60
4 42
5 78
4 70
5 96
2 5
2 0
5 66
3 64
3 52
3 104
5 0
3 104
5 36
3 86
2 85
4 140
3 135
5 174
4 150
3 60
4 100
4 95
5 54
5 114
5 126
4 40
5 108
3 155
4 180
3 120
4 0
4 45
4 115
3 61
2 32
2 49
2 84
4 37
3 86
5 78
4 35
5 108
3 124
2 21
3 35
4 150
4 120
4 25
3 31
2 18
3 164
5 0
4 120
4 40
3 158
3 25
4 85
4 115
3 128
2 88
3 56
6 0
4 155
3 132
3 101
3 100
5 120
5 138
2 54
4 100
2 48
4 20
4 95
4 126
3 78
2 40
5 66
5 211
5 30
5 114
4 126
4 18
2 12
4 97
3 217

caso 9:
1 114
2 60
4 125
3 66
5 90
4 145
5 0
4 30
6 196
4 0
5 162
3 76
5 108
3 56
3 156
5 156
5 134
4 40
3 5
5 174
3 28
5 114
1 0
3 31
2 104
2 12
2 5
3 35
3 60
2 88
3 95
3 21
2 16
3 130
3 40
3 55
3 140
4 20
4 13
5 108
4 120
1 90
4 15
3 111
4 130
3 56
2 32
3 84
3 26
3 16
4 90
4 109
3 152
2 45
4 20
2 17
3 108
4 55
3 66
4 130
3 1
2 40
4 139
2 90
3 28
2 62
2 25
4 90
4 85
4 90
5 132
5 66
3 131
4 60
4 130
2 75
4 25
4 115
4 97
2 93
5 42
2 22
3 90
4 6
3 44
3 55
4 55
4 80
3 125
4 43
4 30
2 87
2 69
4 163
2 108
1 0
4 79
5 217
4 180
3 68
5 119
5 78
3 130
2 72
1 21
5 72
5 54
3 64
3 1
3 30
4 35
3 51
5 36
2 75
4 91
3 122
4 115
3 0
3 155
4 163
4 60
4 120
3 76
3 116
4 186
4 70
3 108
2 72
5 120
3 60
3 199
4 145
4 49
1 79
5 66
2 36
4 105
4 36
4 175
3 0
5 108
2 60
2 56
3 71
3 116
3 135
3 24
5 42
3 110
3 115
6 7
2 17
4 1
4 210
3 146
5 133
3 65
2 24
2 27
5 30
1 4
3 144
4 80
4 181
4 96
3 71
3 11
4 60
3 28
4 31
4 60
2 52
4 80
4 35
2 92
1 56
4 138
3 56
3 91
3 12
3 1
5 30
2 1
3 120
3 81
3 96
3 130
3 106
4 31
3 24
3 131
3 35
3 64
5 186
6 35
2 150
4 105
4 35
4 162
3 65
3 150
4 180
4 114
3 88
5 72
4 109
2 48
5 120
4 91
2 49
5 92
4 162
4 15
4 31
5 30
4 155
4 144
4 55
2 125
5 98
3 151
3 81
3 88
6 182
2 66
4 70
5 36
2 100
4 20
3 56
5 150
2 29
4 102
2 51
5 114
5 156
3 61
5 36
2 5
4 50
4 145
4 90
3 104
3 96
4 45
4 15
5 0
4 85
3 106
3 28
2 10
2 32
4 50
2 140
4 25
2 104
3 32
4 115
4 60
4 95
1 42
4 30
4 174
3 116
4 85
4 37
2 32
3 76
5 120
5 30
3 51
4 30
4 79
4 43
3 156
3 1
2 142
4 103
5 7
4 110
3 55
4 80
5 102
4 30
4 181
3 86
4 30
3 12
5 48
3 44
4 60
2 12
5 70
2 10
4 120
2 93
2 104
5 168
2 52
4 105
5 197
4 120
2 16
2 36
4 174
5 211
4 45
4 203
5 54
2 6
4 25
6 35
5 70
4 60
4 40
3 80
2 112
5 96
5 102
1 61
1 30
2 6
3 81
3 52
5 66
3 48
3 120
5 138
3 50
2 20
3 116
3 12
5 168
4 70
3 60
4 150
3 16
4 50
5 72
3 85
6 133
4 145
4 80
6 84
3 151
4 90
3 126
3 15
5 42
4 120
3 110
3 44
5 78
4 10
4 5
3 66
1 26
3 61
1 28
2 93
5 6
3 50
5 144
3 164
5 0
5 203
4 45
3 150
2 125
4 35
4 12
4 96
3 174
5 77
4 0
1 96
3 35
4 70
4 66
4 140
3 90
3 145
2 137
6 147
5 120
4 174
2 21
3 30
5 72
5 106
6 14
6 91
4 37
3 116
3 50
5 126
3 21
5 78
4 79
2 36
4 60
4 150
4 120
4 25
4 108
4 30
3 21
2 4
5 132
4 162
3 108
5 57
5 30
5 96
3 85
1 76
5 56
3 151
4 120
2 90
2 87
4 100
6 35
5 66
3 52
3 46
5 42
3 106
4 140
4 24
3 95
4 55
5 54
4 70
5 162
4 85
3 126
5 42
3 146
6 161
5 6
3 38
2 2
3 112
5 30
3 40
5 138
2 92
2 49
2 127
3 26
2 155
5 72
4 121
4 42
2 81
4 70
4 75
5 72
3 2
4 130
3 24
3 71
5 60
4 25
5 168
2 67
3 52
3 40
4 42
5 141
1 4
3 5
4 150
5 144
6 91
3 96
3 16
3 41
5 150
3 80
3 40
3 141
4 110
5 90
3 64
5 22
2 92
5 66
5 150
3 74
3 125
5 48
2 12
4 13
5 102
3 24
5 180
4 126
5 48
4 114
2 92
4 78
3 10
2 78
4 54
3 106
5 96
3 84
3 28
5 108
5 138
1 20
2 28
4 10
5 12
1 76
2 73
4 140
2 84
3 44
3 135
3 56
2 112
3 40
4 180
2 68
5 189
4 90
2 57
4 0
5 162
3 10
4 18
5 30
5 132
4 6
5 57
4 45
2 92
5 169
2 75
6 133
3 80
3 76
5 102
4 25
5 180
4 45
3 60
4 110
2 135
3 126
4 135
3 100
3 92
3 52
4 120
3 35
5 15
4 155
4 109
3 64
3 88
3 61
5 156
3 90
4 30
4 186
5 78
2 87
4 115
3 6
5 24
3 141
4 127
4 50
5 126
3 68
3 68
5 54
5 210
4 25
3 111
3 130
3 28
3 100
5 106
3 96
5 90
2 113
3 72
3 120
4 186
6 232
3 110
4 80
4 103
2 37
3 0
4 49
4 186
4 102
4 102
3 81
4 102
4 91
4 24
4 18
5 156
4 150
4 95
4 80
2 40
3 150
3 84
3 10
3 156
4 100
5 12
2 122
2 12
3 11
2 40
4 60
1 20
4 145
5 114
3 12
5 12
4 73
4 55
3 96
4 30
5 114
5 54
3 66
2 56
5 72
3 48
5 162
4 72
5 138
4 174
3 84
3 108
2 16
4 120
3 151
4 105
2 122
3 81
4 28
3 60
4 96
5 96
2 95
3 68
3 106
5 66
5 54
5 174
3 116
6 91
3 116
4 150
3 15
4 20
2 21
4 133
2 56
3 105
2 80
4 210
4 90
2 12
5 102
4 180
4 31
4 91
4 100
5 72
2 33
5 72
3 105
2 33
2 39
3 28
3 130
2 96
4 15
5 148
5 186
5 6
3 71
5 106
4 55
3 104
4 48
2 36
3 8
1 63
3 42
3 122
5 18
5 102
3 81
4 75
2 57
5 156
5 66
2 7
3 20
5 60
3 66
3 145
4 30
4 162
3 31
5 84
4 155
5 56
2 41
3 116
4 186
5 150
4 155
3 26
2 81
1 32
5 14
5 162
3 95
4 2
2 152
3 155
4 20
4 70
2 42
5 108
2 138
2 69
4 55
5 156
2 24
3 30
4 7
2 56
4 130
3 0
3 80
3 1
3 56
4 75
4 145
4 150
3 48
5 36
5 66
5 119
1 64
5 162
2 65
2 96
5 174
3 188
3 125
3 20
4 18
4 169
3 110
3 88
5 144
5 14
3 88
3 11
2 35
5 150
2 81
4 135
2 84
2 9
2 65
5 0
3 106
4 90
5 197
5 186
3 100
5 126
4 37
5 36
4 55
2 81
4 55
4 126
3 64
2 17
3 12
4 55
4 142
4 128
5 108
5 174
3 86
5 156
4 49
3 110
4 40
5 90
4 2
4 36
5 156
4 35
3 80
4 147
4 60
4 120
2 72
3 151
3 66
3 126
5 66
5 162
2 122
2 20
5 203
4 7
4 169
4 130
5 36
3 30
2 63
4 7
5 12
4 70
4 144
5 162
4 50
3 50
2 112
4 139
4 187
3 112
5 180
4 140
4 121
6 147
2 100
3 52
4 150
5 24
3 145
3 20
3 4
4 100
4 40
4 130
3 20
4 12
4 25
3 170
4 96
4 66
3 119
4 30
4 85
3 84
4 5
4 35
5 60
6 217
4 90
4 163
4 42
2 47
6 80
4 60
5 43
2 62
4 50
5 174
2 90
5 186
4 7
5 36
3 35
4 95
5 180
4 80
3 32
2 8
3 111
5 102
5 18
4 127
3 40
2 25
4 138
5 84
3 10
4 90
4 10
4 70
3 91
5 120
5 35
4 70
4 180
4 67
6 210
4 75
4 12
4 97
3 164
3 88
4 61
3 100
4 55
4 48
1 76
4 97
4 85
5 30
5 174
4 60
4 80
4 90
3 71
4 150
2 45
4 115
2 28
2 36
5 126
4 54
3 96
4 25
3 81
3 156
5 114
3 46
4 210
4 50
4 19
4 65
5 30
5 138
5 96
4 95
2 124
3 61
6 161
5 78
5 138
3 150
4 30
2 70
3 111
3 80
4 140
5 90
4 15
5 105
4 50
4 43
5 150
3 60
3 1
4 156
3 16
5 126
2 17
4 49
5 175
4 121
4 145
4 75
4 30
2 93
5 42
4 85
5 28
2 97
3 95
4 7
2 20
3 60
3 81
3 76
4 10
4 75
3 120
5 54
5 12
2 21
4 130
5 24
3 100
5 126
