id,name,level,time,evaluation
1310,Pesquisa eleitoral,2,0.001647,CORRECT
1311,Dias da semana,1,0.001423,CORRECT
1312,Muitas Paçocas,3,0.001605,RUNTIME_ERROR
1313,Produto mais barato,1,0.001588,CORRECT
1314,Triângulo,1,0.001652,CORRECT
1315,Bissexto,1,0.001913,CORRECT
1368,Variáveis e I/O 1,1,-1.0,CORRECT
1412,Variáveis e I/O 9,1,-1.0,CORRECT
1443,Arquivos 5,1,-1.0,CORRECT
1526,L6Q1 - Ache a Mark,1,0.001919,CORRECT
1528,Volume da Esfera,1,0.001926,CORRECT
1529,L6Q2 - Gavião Arqueiro e suas flechas,1,0.002077,WRONG_ANSWER
1530,L6Q4 - As Joias do Infinito,4,-1.0,COMPILATION_ERROR
1531,Estatisticas de basquete,2,0.001789,CORRECT
1533,Rebu,3,0.002174,RUNTIME_ERROR
1753,Funções 1,1,-1.0,CORRECT
1781,Funções 5,1,-1.0,CORRECT
1787,Funções 6,1,-1.0,CORRECT
1836,Digitação Amigável de Inteiros,1,0.001706,WRONG_ANSWER
1841,Jogadores de basquete,2,-1.0,COMPILATION_ERROR
1842,Distância entre Coordenadas,1,0.002128,CORRECT
1843,"Maior, Menor e Média",1,0.001645,CORRECT
1845,Nome ao contrário,1,0.001978,WRONG_ANSWER
1846,Nome em escada,1,0.001647,WRONG_ANSWER
1852,Luz para todos,3,0.297941,WRONG_ANSWER
1853,"P3Q2 - Olá, sou o Mr. Meeseeks!",2,-1.0,COMPILATION_ERROR
1857,"Kaori, Asuna e Kirito",5,-1.0,COMPILATION_ERROR
1858,Maior e menor elemento de um array,1,0.002019,CORRECT
1862,"Steve, o explorador",3,0.0096,WRONG_ANSWER
1980,Labirinto 3D,3,0.019695,WRONG_ANSWER
1994,Organizando a Escola,1,0.00197,WRONG_ANSWER
1995,TCG,3,0.001961,EMPTY_ANSWER
1996,Em nome de Esparta,1,-1.0,COMPILATION_ERROR
1997,Frete,2,0.002953,CORRECT
1998,Impressão de tabuadas.,1,0.001809,WRONG_ANSWER
1999,Atribuindo notas aos questionários,1,0.001539,CORRECT
2003,Eleven,1,0.00198,CORRECT
2045,Inversion Count,3,0.259475,CORRECT
2046,Série com funções,2,0.001927,WRONG_ANSWER
2054,Soma não tão simples,2,0.008289,WRONG_ANSWER
2056,Pares e Ímpares,2,0.002666,CORRECT
2066,Somando Valores,1,0.003932,CORRECT
2067,Frequência de um número,1,0.001888,CORRECT
2068,Factsoma,1,0.00199,CORRECT
2069,Viagem Distante,1,0.002128,WRONG_ANSWER
2070,Dígitos do titio Willy,1,0.002209,CORRECT
2071,O mais forte do pacote,2,0.00194,CORRECT
2072,A muralha infinita,2,0.007452,WRONG_ANSWER
2073,Amo Matemática Discreta,2,0.128371,WRONG_ANSWER
2074,Strong Number,1,0.003244,WRONG_ANSWER
2075,Soma de somas,1,0.86723,WRONG_ANSWER
2076,Divisão de doces,1,0.005071,CORRECT
2077,É um número triangular?,2,0.001769,CORRECT
2078,L3Q5 - Quase Lá,1,0.00293,WRONG_ANSWER
2079,L3Q4 - Homem Ser,2,0.005535,CORRECT
2080,Prime Holes,2,0.002275,CORRECT
2084,Diamantes para Shiro,2,0.002098,WRONG_ANSWER
2086,1000 Números do Tio Willy,2,0.011896,CORRECT
2089,Happy Number,1,0.00974,CORRECT
2090,Teoria da branca de neve,2,0.001418,WRONG_ANSWER
2091,L3Q2 - Teoria da Branca de Neve,1,0.00148,WRONG_ANSWER
2092,L3Q6 - Sentimentos São,2,0.001869,WRONG_ANSWER
2093,L3Q3 - Dreams Come True,1,0.001941,CORRECT
2095,P1Q2 - The Citadel,2,0.001976,WRONG_ANSWER
2096,L4Q3 - O Gladiador das galáxias,2,-1.0,RUNTIME_ERROR
2098,L3Q1 - Bibbidi Bobbidi Boo,1,0.001856,CORRECT
2099,Direito à isenção no Enem 2018,2,0.001741,WRONG_ANSWER
2100,Conversão de Binário para Decimal,1,0.001936,CORRECT
2101,L4Q4 - Reconstruindo a comunicação,2,0.002027,WRONG_ANSWER
2102,R2D2 em apuros!,1,0.002205,CORRECT
2103,L4Q1 - Duelo familiar,1,0.002113,WRONG_ANSWER
2104,L4Q2 - Han Solo e o quadrado mágico,1,0.004603,CORRECT
2105,Aventura na Millenium Falcon,1,0.002172,WRONG_ANSWER
2106,Jogo do Pulador,2,-1.0,COMPILATION_ERROR
2108,Arrays,2,0.005385,CORRECT
2109,Pega ladrão!,1,0.001842,WRONG_ANSWER
2110,Delação premiada,1,0.001958,CORRECT
2111,Média dos elementos pares,2,0.00198,CORRECT
2112,Critério das colunas,3,0.001549,CORRECT
2113,Critério de Sassenfeld,3,0.001875,WRONG_ANSWER
2114,Matriz de Vandermonde,3,-1.0,COMPILATION_ERROR
2115,Função sinal,1,0.001776,WRONG_ANSWER
2116,Calculadora de churrasco de Seu Coisado,1,0.001587,WRONG_ANSWER
2117,Um velho fazendeiro,2,0.002199,WRONG_ANSWER
2118,L3 2017.2 - Gemialidade Weasley,3,0.001958,WRONG_ANSWER
2119,P2 2017.2 - Bruxa dos Doces,2,0.002492,WRONG_ANSWER
2120,Quase Snake,2,0.005067,WRONG_ANSWER
2121,P2 2017.2 - Trivialus,1,0.001711,WRONG_ANSWER
2122,L5Q1 - O Desafio do Monge,2,0.053322,WRONG_ANSWER
2123,L5Q2 - A Dúvida de Mike,2,0.001963,CORRECT
2124,"L5Q3 - Enxuga o nariz, se não a princesa cai",2,0.00213,CORRECT
2125,L5Q4 - CUIDADO!Sujeito a ataque de Demogorgon,3,0.001965,WRONG_ANSWER
2126,L5Q6 - The Upside Down,3,0.002089,WRONG_ANSWER
2127,L5Q7 - The Upside Down II,3,0.001786,WRONG_ANSWER
2128,L5Q8 - The Upside Down III,4,0.002188,WRONG_ANSWER
2129,L5Q9 - The Upside Down IV,4,0.002056,WRONG_ANSWER
2130,L5Q10 - The Upside Down V,5,0.034427,WRONG_ANSWER
2131,Matriz de votação,1,0.001966,CORRECT
2132,O império ressurge,1,0.001646,CORRECT
2133,L5Q5 - O Livro Upside Down,3,0.001463,CORRECT
2134,Listas - exibindo nota e posição,1,0.00153,WRONG_ANSWER
2135,Unindo listas,1,0.001473,WRONG_ANSWER
2137,Sequência de Marsenne,2,0.001917,WRONG_ANSWER
2138,A matriz dos pares!,3,0.001856,PRESENTATION_ERROR
2139,Prefixo Negativo,1,0.001523,CORRECT
2140,Conjugação,1,0.001975,CORRECT
2141,Caracteres Ímpares,1,0.001969,CORRECT
2142,Sufixo Adjetivo,1,0.001636,WRONG_ANSWER
2143,Vending Machine,3,0.002198,WRONG_ANSWER
2144,Sérgio Pistolou?,3,0.001835,WRONG_ANSWER
2145,Controle de armas,1,0.002391,WRONG_ANSWER
2146,Controle de várias armas,1,0.001427,WRONG_ANSWER
2147,Hora do Almoço,1,0.002672,WRONG_ANSWER
2148,Lista de pré-requisitos,1,0.003212,WRONG_ANSWER
2149,"SIG@ em frente, olhe para o lado",1,0.001899,WRONG_ANSWER
2154,Tabelas Hash,3,0.002182,WRONG_ANSWER
2156,Marina e o volume da TV,1,0.001672,WRONG_ANSWER
2157,Determinante sem cálculo direto,3,-1.0,COMPILATION_ERROR
2158,Palavras repetidas,3,-1.0,RUNTIME_ERROR
2166,Equalizando Torres,2,0.009165,CORRECT
2169,Manipulando listas,1,-1.0,RUNTIME_ERROR
2171,Resto da divisão,1,0.002094,CORRECT
2172,P3Q1 - Corrida das Toupeiras,1,0.001593,WRONG_ANSWER
2173,P3Q2 - Cadastro de partidas,1,0.00197,CORRECT
2174,Conta de Água e Esgoto,1,0.002095,CORRECT
2175,Imposto de Renda,2,0.002598,CORRECT
2176,Comparação de Cotações de Gasolina,2,0.002143,CORRECT
2178,Desvio padrão,1,0.001454,WRONG_ANSWER
2179,Selecionando os titulares do ataque,1,0.001795,WRONG_ANSWER
2180,O macaco e o bambu oleoso,3,0.004049,WRONG_ANSWER
2184,Impressão de ímpares,1,0.00148,CORRECT
2185,Contando Caracteres,2,0.002254,CORRECT
2186,Vogais Alienígenas,2,0.002048,WRONG_ANSWER
2192,Ambrósio e a gasolina,2,0.002227,WRONG_ANSWER
2194,Encontro da Entidade,1,0.001967,CORRECT
2195,Copa de Ambrolândia,1,0.002133,WRONG_ANSWER
2197,Ambrósio desastrado,1,0.001747,CORRECT
2198,Número de Armstrong,1,0.002053,WRONG_ANSWER
2199,Brincadeira no IC,1,0.001644,CORRECT
2201,Piso,1,0.00195,WRONG_ANSWER
2208,Série de Euler,1,0.003363,CORRECT
2209,Madd Code,3,-1.0,RUNTIME_ERROR
2210,Ambrósio e as pirâmides,1,0.001919,CORRECT
2219,Oh No!!,1,0.001459,CORRECT
2220,"Yoshi, o Melhor Amigo",1,0.001981,EMPTY_ANSWER
2221,Entrando pelo Cano,1,0.002028,WRONG_ANSWER
2222,Pegue-a se Puder,2,0.002168,CORRECT
2223,L1Q2 - That's what I need!,1,0.002015,CORRECT
2224,L1Q5 - Coin Box Misteriosa,2,0.001933,CORRECT
2225,"L1Q3 - Yoshi, o Melhor Amigo",2,0.001974,WRONG_ANSWER
2226,L1Q1 - Oh No!!,1,0.001963,CORRECT
2227,L1Q4 - Entrando pelo Cano,2,0.001942,WRONG_ANSWER
2228,L1Q6 - Pegue-a se Puder,2,0.001496,WRONG_ANSWER
2229,L1Q8 - Party at the castle,2,0.002844,WRONG_ANSWER
2231,L1Q7 - Batalha Final,2,0.001972,WRONG_ANSWER
2234,Inversion Count (iniciante),1,0.006224,CORRECT
2237,Hello World,1,0.001307,CORRECT
2240,L1Q9 - Mario Tennis,2,0.00194,WRONG_ANSWER
2241,L2Q2 - Só quer vrau,1,0.001661,CORRECT
2243,L2Q1 - Baile Funk,1,0.001822,WRONG_ANSWER
2244,L2Q3 - Sorteio,1,0.001553,CORRECT
2245,L1Q10 - A Comemoração,2,-1.0,COMPILATION_ERROR
2246,L2Q4 - Escama só de peixe,2,0.002116,CORRECT
2247,L2Q5 - Proximo Show,3,0.002177,CORRECT
2248,L2Q6 - A Fórmula Perfeita,3,0.001501,WRONG_ANSWER
2249,L2Q8 - 18+,3,-1.0,COMPILATION_ERROR
2250,L2Q7 - Controle de lotação,3,-1.0,COMPILATION_ERROR
2251,Deslocando números,2,0.006477,WRONG_ANSWER
2252,Média Final com Prova de Reposição,2,0.001911,CORRECT
2254,Soma dos dígitos (função iterativa),3,0.00169,CORRECT
2255,Quantidade de dígitos (função iterativa),3,0.001454,CORRECT
2256,Quantidade de ocorrências (função iterativa),3,0.002032,CORRECT
2257,Predecessor ou Sucessor (função iterativa),3,0.001938,CORRECT
2258,Quantidade de caracteres (função iterativa),3,0.001821,CORRECT
2259,L3Q3 - Treinamento especial,2,0.001848,WRONG_ANSWER
2260,L3Q2 - Exame Chunnin,2,0.001476,WRONG_ANSWER
2261,L3Q4 - Kuchiyose no Jutsu,2,-1.0,COMPILATION_ERROR
2262,L3Q6 - Treinamento Uchiha,3,0.003449,WRONG_ANSWER
2264,Xadrez de Ambrolândia,2,0.030183,CORRECT
2266,Imagem,2,0.002108,WRONG_ANSWER
2268,L3Q5 - Atividade da Himawari,3,0.002084,TIME_LIMIT_EXCEEDED
2269,L3Q1 - O tratado do Ramen,2,0.001867,CORRECT
2271,P1Q1 - Gasto do Baile Funk,1,0.002185,CORRECT
2272,Destruindo células,2,0.240255,WRONG_ANSWER
2274,P1Q2 - Corrida da Peach,1,0.002007,CORRECT
2275,Salto com obstáculos,2,0.002152,CORRECT
2277,L3Q7 - Perseguição,4,0.002413,WRONG_ANSWER
2279,Predecessor ou Sucessor (função recursiva),3,0.001456,CORRECT
2280,Quantidade de caracteres (função recursiva),3,0.002089,CORRECT
2281,Quantidade de dígitos (função recursiva),3,0.001846,CORRECT
2282,Quantidade de ocorrências (função recursiva),3,0.00198,WRONG_ANSWER
2283,Soma dos dígitos (função recursiva),3,0.001712,CORRECT
2285,L4Q2 - 100% atualizado,2,0.001608,CORRECT
2288,L4Q3 - Você tem sorte?,2,0.001975,WRONG_ANSWER
2289,A Fuga III,4,0.003513,WRONG_ANSWER
2290,L4Q4 - Snake,3,0.002084,WRONG_ANSWER
2291,L4Q1 - Quem vai vencer essa batalha?,1,0.002742,CORRECT
2292,Decimal para Hexadecimal (usando pilha),3,0.002025,CORRECT
2293,Lucas e Yuki,3,0.017064,WRONG_ANSWER
2294,Remoção de caracteres repetidos (usando fila),3,0.001559,CORRECT
2295,Pilha dupla,4,0.001525,CORRECT
2306,Calcula média do aluno,2,0.001811,CORRECT
2307,Quem gostou deixa o like e se inscreve,3,0.005113,WRONG_ANSWER
2312,L4Q5 (extra) - Peças capturadas,3,0.00197,WRONG_ANSWER
2315,Naruto e as fichas,2,-1.0,COMPILATION_ERROR
2316,L5Q6 - Controle de Produção,4,0.004897,WRONG_ANSWER
2317,Vença os Ninjas,1,0.002251,CORRECT
2318,L5Q1 - Start of Something New,1,0.00151,CORRECT
2320,L5Q2 - WildCats,2,0.001878,CORRECT
2321,L5Q3 - Audition,3,0.001754,WRONG_ANSWER
2322,L5Q4 - Treasure Hunt,4,0.001539,WRONG_ANSWER
2325,Divisível (função com retorno de valor),2,0.005522,CORRECT
2326,Subtrações (função com retorno de valor),2,0.002087,CORRECT
2327,Menor (função com retorno de valor),2,0.00194,CORRECT
2328,Maior (função com retorno de valor),2,0.001981,CORRECT
2329,L5Q5 - Let's eat!,4,0.00503,WRONG_ANSWER
2330,Eh par ou ímpar?,1,0.001438,CORRECT
2331,L5Q7 - A Fuga I,4,-1.0,COMPILATION_ERROR
2332,Tamanho da string,1,0.001486,CORRECT
2333,Calculadora Rústica,1,0.001918,CORRECT
2334,L5Q6 - Together,4,0.003616,CORRECT
2336,L6Q4 - Armazenando Veículos,3,0.0021,WRONG_ANSWER
2337,L6Q3 - Pedidos de Big Smoke,2,0.002424,CORRECT
2338,Troca de valores (usando macros),3,0.00221,CORRECT
2339,Troca de valores (usando funções e ponteiros),3,0.001468,CORRECT
2340,Incrementa 1 ou 2 (função recursiva),4,0.001474,CORRECT
2341,Decrementa 3 ou 4 (função recursiva),4,0.007475,WRONG_ANSWER
2342,Reduz (usando funções e ponteiros),3,0.001726,WRONG_ANSWER
2343,Exibe Múltiplos (função sem retorno de valor),2,0.002358,CORRECT
2344,Sequência de Fibonacci (função sem devolução),3,0.002007,CORRECT
2345,Forma retângulo (função sem devolução),3,0.001476,WRONG_ANSWER
2346,Contagem regressiva (função sem devolução),3,0.002093,CORRECT
2347,Contagem progressiva (função sem devolução),3,0.001681,CORRECT
2348,Busca em sequência (implementado em lista),2,0.001528,CORRECT
2349,Ocorrências (implementado em lista),2,0.001968,CORRECT
2350,Valor máximo (implementado em lista),2,0.002744,CORRECT
2351,Média dos valores (implementado em lista),2,0.001774,CORRECT
2352,Transforma pares (implementado em lista),2,0.002968,CORRECT
2355,L6Q5 - Visitas de Catalina,4,0.002074,CORRECT
2356,L6Q1 - Montanha Russa no Del Perro Pier,2,0.002975,CORRECT
2357,L6Q2 - Livro de Rimas,2,0.00158,WRONG_ANSWER
2362,Quantos segundos em um horário?,2,0.002113,CORRECT
2364,O Grande Golpe,2,0.022556,CORRECT
2367,The Game,2,0.001904,WRONG_ANSWER
2369,Cavidades em uma matriz,2,0.001852,WRONG_ANSWER
2372,[Matrizes] Contando itens pares,2,0.0029,CORRECT
2378,Operações com números complexos,3,0.001478,CORRECT
2379,Busca em largura,4,0.001529,WRONG_ANSWER
2380,Busca em profundidade,4,0.001368,WRONG_ANSWER
2388,Bruna e os quadrados,3,0.006457,CORRECT
2389,Planejando a expedição,3,0.001841,CORRECT
2390,Viagem para Marte,3,0.002961,WRONG_ANSWER
2391,Bitmap II,4,0.002499,WRONG_ANSWER
2392,A grande estreia,4,-1.0,COMPILATION_ERROR
2393,A festa dos Expendables,5,-1.0,COMPILATION_ERROR
2394,Pilha Antigo,3,-1.0,COMPILATION_ERROR
2395,Entrada e Saída CPF,1,-1.0,COMPILATION_ERROR
2396,Fuso Horário,1,0.001623,WRONG_ANSWER
2397,MacPRONALTS,1,-1.0,COMPILATION_ERROR
2398,Entrada e Saída de Data,1,0.001534,CORRECT
2399,Tempo de Jogo com Minutos,1,0.001646,CORRECT
2400,Experiências,1,0.002162,CORRECT
2402,Avaliação financeira,2,0.00211,CORRECT
2404,PROGCOMP - Sequência - C,1,0.001922,CORRECT
2409,Concatenação de nomes,1,0.001402,CORRECT
2410,Tabuleiro de Ambrósio,1,0.001746,CORRECT
2411,Raiz Digital,2,0.006132,CORRECT
2412,Ambrósio Romântico,1,0.002048,CORRECT
2417,L1Q3 - Ramen Artesanal,1,0.001821,CORRECT
2418,L1Q1 - Hotel? Trivago,1,0.001663,CORRECT
2419,L1Q6 - Celulares Japoneses,1,0.001972,CORRECT
2420,L1Q2 - Rodízio de Sushi,1,0.001495,CORRECT
2421,L1Q7 - Moedas infinitas,1,0.001625,CORRECT
2422,L1Q5 - O dinheiro do Hackathon,1,0.003227,WRONG_ANSWER
2423,L1Q4 - Karaoke,1,0.002001,WRONG_ANSWER
2424,L1Q8 - Posto Ipiranga,1,0.001962,CORRECT
2425,L1Q10 - Qual assento?,2,0.002061,WRONG_ANSWER
2427,L1Q9 - Trem Bala,2,0.002348,WRONG_ANSWER
2428,Inversão de número (3 algarismos),1,-1.0,COMPILATION_ERROR
2429,Intercalação,1,0.191941,CORRECT
2430,Playlist,2,0.00167,WRONG_ANSWER
2431,Vamos ao Cinema,3,0.001458,WRONG_ANSWER
2432,Pilha de Recursão,3,0.001479,WRONG_ANSWER
2439,"L2Q3 - Olá, Jasmine!",2,0.001628,CORRECT
2440,L2Q4 - Encontre a Lâmpada Mágica!,1,0.001644,WRONG_ANSWER
2441,A Fuga V,5,0.001991,CORRECT
2444,L2Q1 - A luta de Tarzan,1,0.001715,WRONG_ANSWER
2445,L2Q2 - Esteja preparado,1,0.001817,WRONG_ANSWER
2446,L2Q5 - Quantos dias para o casamento?,3,0.003775,CORRECT
2447,Connect Four,2,0.002197,WRONG_ANSWER
2448,L2Q6 - Controle de Lotação,2,0.001453,WRONG_ANSWER
2449,L2Q7 - Fuga do Tarzan,2,0.002005,WRONG_ANSWER
2457,A escadinha mágica,2,0.002478,PRESENTATION_ERROR
2458,O desejo de Kinho,3,0.192524,CORRECT
2464,Mario de Ambrolândia,3,0.004115,WRONG_ANSWER
2469,Aquele do Central Perk,2,0.011088,WRONG_ANSWER
2470,Aquele dos CDs do Chandler (Extra),3,0.00452,WRONG_ANSWER
2471,Aquele do gato de Ross e Julie (Extra),3,-1.0,COMPILATION_ERROR
2472,Soma dois inteiros,1,0.001555,CORRECT
2473,Subtrai dois inteiros,1,0.001429,CORRECT
2474,Multiplica dois inteiros,1,0.001467,CORRECT
2475,Divide dois inteiros,1,0.00178,WRONG_ANSWER
2476,Fila Hospitalar,3,0.001546,WRONG_ANSWER
2484,Catálogo de Filmes,3,0.001542,WRONG_ANSWER
2488,Árvore Binária,3,0.00149,CORRECT
2489,Aquele com a lista de desejos da Phoebe,1,0.002063,CORRECT
2490,Distância entre três pontos,1,0.002043,CORRECT
2492,Palíndromo,1,0.002628,CORRECT
2493,Par com maior produto,2,0.00196,CORRECT
2494,Cavalos e ferraduras,1,0.00166,CORRECT
2495,Tornar Vetor Consecutivo,2,0.001837,CORRECT
2496,Robôs Supersticiosos,2,0.001976,WRONG_ANSWER
2498,Ticket da sorte,2,0.001855,CORRECT
2499,Pilha,3,-1.0,COMPILATION_ERROR
2500,Aquele dos ossos de dinossauro,3,0.001889,CORRECT
2501,Scar planeja seu ataque,1,0.001504,CORRECT
2502,O hospital do Zelda,3,0.064316,WRONG_ANSWER
2503,A Fuga II,4,-1.0,COMPILATION_ERROR
2504,Senha secreta,1,0.001947,WRONG_ANSWER
2505,Aquele da partida de totó,3,0.00199,WRONG_ANSWER
2507,Aquele com a bola,3,0.004873,WRONG_ANSWER
2508,Lista de Compras,2,0.002064,CORRECT
2509,LED,2,0.002123,CORRECT
2510,Presentes de Natal,2,0.001742,CORRECT
2511,Aquele com as Compras de Rachel,2,0.001615,CORRECT
2512,Área da Circunferência,1,0.002006,WRONG_ANSWER
2513,Forma triângulo,1,0.002145,CORRECT
2514,Diferença Octave,1,0.001391,CORRECT
2515,IMC Octave,1,0.001455,CORRECT
2521,IMC,1,0.002111,CORRECT
2522,Conjuntos - Intersecção,2,0.001427,CORRECT
2523,Somando em C++;,1,0.001242,CORRECT
2526,MP IP-EC 2019.1,1,0.002156,WRONG_ANSWER
2528,Dia da semana,1,0.001535,CORRECT
2529,"Maior, menor ou igual",1,0.001576,CORRECT
2530,Par ou Impar Octave - T1,1,0.001521,CORRECT
2531,Maior que 10 Octave - T1,1,0.00138,CORRECT
2532,Maior numero Octave - T1,1,0.001497,CORRECT
2533,Baskhara Octave - T1,3,0.001875,WRONG_ANSWER
2534,Lucro no produto Octave - T1,2,0.001435,WRONG_ANSWER
2535,"Positivo, Negativo ou Nulo Octave - T1",1,0.001978,CORRECT
2536,Linha de Credito Octave - T1,3,0.001611,CORRECT
2537,Senha Octave - T1,1,0.001516,CORRECT
2538,Maças Octave - T1,2,0.001481,WRONG_ANSWER
2539,Poligonos Octave - T1,3,0.002911,CORRECT
2540,Função POP - sua versão,2,0.001627,WRONG_ANSWER
2541,Torneio de Futsal Octave - T1,2,0.001425,WRONG_ANSWER
2542,Conversao Dolar Euro Octave - T1,1,0.001744,WRONG_ANSWER
2543,Pesquisa Eleitoral Octave - T1,2,0.001915,WRONG_ANSWER
2550,Entrada Saida - T1 ME,1,-1.0,CORRECT
2568,ComandosLinux - T1 ME,1,-1.0,CORRECT
2594,Implementando Algoritmos de ordenação #1,3,0.001405,CORRECT
2596,Quantidade de Tinta,1,0.001631,WRONG_ANSWER
2598,Função REMOVE - sua versão,2,0.002396,CORRECT
2599,L4Q2 - Capture um Charmander!,1,0.002164,WRONG_ANSWER
2600,L4Q4 - Frost Dragon Quest,2,0.001897,WRONG_ANSWER
2601,L4Q1 - Cansou de perder?,1,0.003886,PRESENTATION_ERROR
2602,L4Q6 - O Confronto dos piratas,3,0.00186,WRONG_ANSWER
2603,L4Q3 - Runeterra World,2,0.002155,WRONG_ANSWER
2604,Ordenação I,3,0.001613,CORRECT
2605,Ordenação II,3,-1.0,COMPILATION_ERROR
2606,Substring,4,0.001768,CORRECT
2607,Paradoxo do Aniversário,5,-1.0,COMPILATION_ERROR
2608,L4Q5 - Chega de Puzzles!!,3,0.002102,WRONG_ANSWER
2609,Função INSERT - sua versão,2,0.001668,CORRECT
2610,Mais uma de lista,1,0.001513,WRONG_ANSWER
2612,Isenção Enem 2020,1,0.001707,WRONG_ANSWER
2613,Intervalo fechado crescente,1,0.001504,CORRECT
2614,Intervalo aberto decrescente,1,0.001445,CORRECT
2615,Pague sua dívida!,1,0.001762,CORRECT
2616,HUDP,3,-1.0,COMPILATION_ERROR
2618,Jogos de Ambrósio,1,0.00898,CORRECT
2620,O Forte de Joey,1,0.00196,RUNTIME_ERROR
2621,Chandler vs. Phoebe,1,0.003604,CORRECT
2626,É de ladinho na leitura!,1,0.001567,CORRECT
2629,Triangulos Octave - T2,2,0.001615,CORRECT
2630,Angulo de Triangulos Octave - T2,1,0.001573,CORRECT
2631,Zerinho ou Um Octave - T2,3,0.001969,CORRECT
2632,Hipotenusa Octave - T2,2,0.001511,WRONG_ANSWER
2633,Ingresso Octave - T2,1,0.002043,CORRECT
2634,Conta Agua Octave - T2,4,0.001836,WRONG_ANSWER
2635,L5Q5 - A Ovelhinha,3,0.003708,WRONG_ANSWER
2636,Conceito MEC Octave - T2,2,0.001454,WRONG_ANSWER
2637,Tiro ao Alvo Octave - T2,2,0.001391,CORRECT
2638,Acidez de solucao Octave - T2,2,0.001642,CORRECT
2639,L5Q2 - Communication,2,0.004936,WRONG_ANSWER
2640,Parque de Diversoes Octave - T2,3,0.001648,CORRECT
2641,L5Q3 - Quantas horas?,2,0.001957,WRONG_ANSWER
2642,L5Q1 - Quantos disparos?,2,0.001506,WRONG_ANSWER
2648,L5Q4 - Soma ao contrário,2,-1.0,COMPILATION_ERROR
2649,intervalo fechado passo 3,1,0.00194,CORRECT
2650,Frequência,3,0.002099,CORRECT
2651,Preenchimento de caracteres,1,0.001553,CORRECT
2652,Linhas alfabéticas,1,0.001584,CORRECT
2653,Intervalo de não-primos,1,0.002001,CORRECT
2657,A Fuga IV,5,0.002233,WRONG_ANSWER
2708,Prejudicando o adversário,1,0.001779,PRESENTATION_ERROR
2709,Nosedive,2,-1.0,COMPILATION_ERROR
2710,Hang the DJ,2,0.001742,WRONG_ANSWER
2711,Bandersnatch,3,0.002193,WRONG_ANSWER
2712,Viagem no tempo,2,0.00151,WRONG_ANSWER
2713,Simple Nosedive,2,0.001656,CORRECT
2714,Soma 100 primeiros inteiros,1,0.001349,CORRECT
2715,Soma pares de 0 a 500,1,0.001504,CORRECT
2716,Preço do ingresso,3,0.001481,WRONG_ANSWER
2719,PROGCOMP - Matrizes - B,1,0.002171,CORRECT
2720,PROGCOMP - Matrizes - D,1,0.00146,CORRECT
2721,PROGCOMP - Matrizes - E,1,0.002025,CORRECT
2722,Interrogatório,1,0.001735,CORRECT
2723,Distribuição do Roubo,1,-1.0,COMPILATION_ERROR
2724,PROGCOMP - Matrizes - U,1,0.001694,CORRECT
2725,PROGCOMP - Estruturas - B,1,0.004638,CORRECT
2729,PROGCOMP - Funções - B,1,0.001551,CORRECT
2730,PROGCOMP - Funções - C,1,0.001923,CORRECT
2731,PROGCOMP - Funções - F,1,0.0016,CORRECT
2732,PROGCOMP - Funções - G,1,0.001831,CORRECT
2733,PROGCOMP - Funções - L,1,0.001702,CORRECT
2734,PROGCOMP - Passagem de Parâmetros - D,1,0.001718,CORRECT
2735,PROGCOMP - Passagem de Parâmetros - G,1,0.001564,CORRECT
2738,Mineirin vs Cubano I,2,0.00207,WRONG_ANSWER
2741,Assuma o Controle,2,0.001868,WRONG_ANSWER
2742,Sr. Indeciso e o evento,2,0.201907,CORRECT
2745,Sr. Indeciso e o evento II,3,0.250426,CORRECT
2746,A Entidade e o Boneco,3,0.004682,WRONG_ANSWER
2747,Mutante multiplicando matrizes,3,-1.0,COMPILATION_ERROR
2748,Escolha Difícil,1,0.002016,CORRECT
2749,Og,1,0.001786,CORRECT
2750,Número Perfeito,2,0.001706,CORRECT
2797,Zerinho ou Um,1,0.002001,CORRECT
2798,Divisores I,1,0.001796,CORRECT
2799,Jogo do Maior,2,0.001554,CORRECT
2805,Área do trapézio,1,0.002816,CORRECT
2806,Cálculo do IMC,1,0.001975,CORRECT
2807,Aluguel de carros,1,0.001412,CORRECT
2808,Gasto de Combustível,1,0.001818,WRONG_ANSWER
2809,Algarismo das Unidades,1,0.001389,CORRECT
2810,Cédulas,1,0.002048,CORRECT
2812,PR1_Easy Jet,1,0.001555,CORRECT
2813,PR1_Media_Loop,1,0.002046,WRONG_ANSWER
2814,PR1_Alugando um veiculo,1,0.001613,CORRECT
2817,Numeros em Ordem Crescente,1,0.001692,CORRECT
2818,Acidez de uma solução,1,0.00169,CORRECT
2819,Apresentação de Trabalho,1,0.001931,CORRECT
2820,Treinamento de Ciclismo,1,0.002121,CORRECT
2821,Supermercado otimista,1,0.001578,CORRECT
2822,Peso Ideal,3,0.001451,CORRECT
2823,Jogo dos numeros,3,0.001623,WRONG_ANSWER
2824,Viagem de amigos,1,0.001561,CORRECT
2825,Tira-Teima Tênis,2,0.002002,CORRECT
2826,Conversão de medidas: Galões para Litros,1,0.001502,WRONG_ANSWER
2829,Quantidade de estudantes,1,0.001933,CORRECT
2830,Diferença da quantidade de estudantes,1,0.001784,CORRECT
2831,Fila,2,0.001543,EMPTY_ANSWER
2834,Amigos do Habay,2,0.001599,WRONG_ANSWER
